74.7.227.16 - - [05/Dec/2025:04:00:44 +0300] "GET / HTTP/2.0" 499 0 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
74.7.227.21 - - [05/Dec/2025:04:08:24 +0300] "GET / HTTP/2.0" 499 0 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)"
23.111.114.116 - - [05/Dec/2025:06:15:34 +0300] "GET / HTTP/1.1" 200 3623 "-" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36"
147.185.132.18 - - [05/Dec/2025:06:19:35 +0300] "GET / HTTP/1.1" 200 16321 "-" "Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity"
185.157.97.241 - - [05/Dec/2025:06:25:35 +0300] "GET / HTTP/1.1" 200 3623 "-" ""
185.168.236.0 - - [05/Dec/2025:06:54:11 +0300] "GET / HTTP/2.0" 200 3611 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:06:54:11 +0300] "GET /staff.json HTTP/2.0" 304 0 "https://jur-taktik.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:06:54:15 +0300] "GET /contacts.html HTTP/2.0" 200 2000 "https://jur-taktik.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:06:54:17 +0300] "GET /uslugi.html HTTP/2.0" 200 3966 "https://jur-taktik.ru/contacts.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:06:54:18 +0300] "GET /staff.html HTTP/2.0" 200 1468 "https://jur-taktik.ru/uslugi.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
185.168.236.0 - - [05/Dec/2025:06:54:23 +0300] "GET /index.html HTTP/2.0" 200 3611 "https://jur-taktik.ru/staff.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
